salamandra-7b-instruct,51.162790697674424,58.7515299877601,44.18604651162791,51.28518971848225,48.837209302325576
gemma-2-9b-it,82.8641370869033,80.17135862913096,78.21297429620563,68.05385556915544,76.74418604651163
gemma-2-9b,46.02203182374541,46.51162790697674,48.10281517747858,40.39167686658507,52.876376988984084
gemma-2-27b-it,83.96572827417381,82.37454100367198,77.96817625458996,73.07221542227663,77.84577723378213
gemma-2-27b,55.691554467564266,48.34761321909425,48.837209302325576,41.2484700122399,47.735618115055075
Mistral-7B-v0.3,40.39167686658507,35.12851897184823,32.92533659730722,53.61077111383109,53.85556915544676
Mistral-7B-Instruct-v0.3,72.58261933904528,67.93145654834761,68.91064871481028,59.4859241126071,72.9498164014688
Meta-Llama-3-8B-Instruct,66.21787025703794,66.34026927784578,65.48347613219094,47.368421052631575,57.89473684210527
Meta-Llama-3-8B,43.329253365973074,48.959608323133416,44.55324357405141,37.086903304773564,47.735618115055075
Meta-Llama-3-70B-Instruct,75.8873929008568,71.72582619339045,69.15544675642596,51.65238678090576,68.66585067319461
Meta-Llama-3-70B,44.18604651162791,59.118727050183594,58.7515299877601,48.225214198286416,64.13708690330478
Llama-3.1-8B-Instruct,70.99143206854345,66.21787025703794,61.19951040391677,40.63647490820074,55.569155446756426
Llama-3.1-8B,40.8812729498164,44.430844553243574,39.4124847001224,38.555691554467565,51.52998776009792
Llama-3.1-70B-Instruct,79.06976744186046,66.21787025703794,62.66829865361076,49.81640146878825,65.97307221542228
Llama-3.1-70B,47.98041615667075,62.545899632802936,60.46511627906976,47.00122399020808,60.46511627906976
FLOR-6.3B-Instructed,30.47735618115055,35.00611995104039,36.964504283965724,49.93880048959608,33.782129742962056
